,altitude_km,T,P,rho,CO2,O,CO,O2
0,0,288.0,1.0,0.0,0.95,0.0,1.5e-05,1e-06
1,1,282.05,0.8876,1.635177911462362,0.95,1.8255000000000001e-13,9.125e-05,2.9765e-07
2,2,274.1,0.7871,1.4920885716767844,0.95,1.32085e-13,9.1215e-05,1.55115e-09
3,3,266.2,0.6955,1.3575718055075061,0.95,7.520999999999999e-15,9.123e-05,6.229e-13
4,4,258.3,0.61225,1.231623918013155,0.95,1.734e-14,9.125999999999999e-05,7.94e-13
5,5,250.35000000000002,0.5367999999999999,1.1141371048551227,0.95,6.5365e-14,9.13e-05,1.6495e-12
6,6,242.4,0.46875,1.0048063983706927,0.95,1.8645e-13,9.134e-05,2.3865e-12
7,7,234.5,0.4074,0.9027175883885904,0.95,4.4365e-13,9.138500000000001e-05,2.324e-12
8,8,226.6,0.35250000000000004,0.8083006768122248,0.95,9.133e-13,9.143500000000001e-05,2.129e-12
9,9,218.64999999999998,0.3034,0.7210075649010813,0.95,1.676e-12,9.1495e-05,2.252e-12
10,10,210.7,0.25970000000000004,0.6404439695452511,0.95,2.8595e-12,9.1555e-05,3.232e-12
11,11,202.8,0.221,0.5662367461761664,0.95,4.7385e-12,9.162e-05,6.4625e-12
12,12,194.9,0.1868,0.4980107980908511,0.95,7.946e-12,9.169e-05,2.188e-11
13,13,186.95,0.15689999999999998,0.4360850524650241,0.95,1.3900000000000002e-11,9.177999999999999e-05,8.888000000000001e-11
14,14,180.5,0.1308,0.3765340577041576,0.95,2.428e-11,9.1875e-05,2.798e-10
15,15,180.0,0.10869999999999999,0.31378397897363486,0.95,3.908e-11,9.198999999999999e-05,6.288e-10
16,16,180.0,0.090325,0.26074091917570197,0.95,6.084500000000001e-11,9.212e-05,1.285e-09
17,17,180.0,0.07506,0.21667548753045363,0.95,9.1605e-11,9.2285e-05,2.5285e-09
18,18,180.0,0.06238,0.18007216807901136,0.95,1.31e-10,9.2475e-05,4.9264999999999995e-09
19,19,180.0,0.051845,0.14966081417339744,0.95,1.7065e-10,9.271e-05,9.869500000000001e-09
20,20,180.0,0.04309,0.12438778156481135,0.95,1.8684999999999998e-10,9.3e-05,2.0865000000000002e-08
21,21,180.0,0.035815,0.10338706149213876,0.95,1.6705e-10,9.336e-05,4.5995e-08
22,22,180.0,0.029775000000000003,0.08595141363167233,0.95,1.447e-10,9.3835e-05,1.00055e-07
23,23,180.0,0.02475,0.07144576493783347,0.95,1.3849999999999999e-10,9.4465e-05,2.039e-07
24,24,180.0,0.02058,0.05940824397395292,0.95,1.471e-10,9.5315e-05,3.8380000000000004e-07
25,25,180.0,0.01711,0.049391412618444354,0.95,1.6999999999999998e-10,9.645500000000001e-05,6.724e-07
26,26,180.0,0.014225000000000002,0.04106254009815105,0.94995,2.0990000000000002e-10,9.797500000000001e-05,1.10965e-06
27,27,180.0,0.011825,0.034133973503149465,0.9499,2.7250000000000004e-10,9.995e-05,1.745e-06
28,28,180.0,0.009836000000000001,0.028392556899681384,0.9499,3.6675e-10,0.00010255,2.6374999999999997e-06
29,29,180.0,0.008178999999999999,0.023609488883224623,0.9499,5.06e-10,0.00010595,3.857e-06
30,30,180.0,0.006802,0.01963466652632639,0.9499,7.095500000000001e-10,0.0001102,5.489e-06
31,31,180.0,0.005657499999999999,0.016330976555823773,0.9499,1.00495e-09,0.00011564999999999999,7.636e-06
32,32,180.0,0.0047055,0.013582452058570862,0.9498,1.432e-09,0.00012245000000000002,1.04215e-05
33,33,180.0,0.003914,0.011297812705290072,0.9498,2.0455e-09,0.00013095,1.3984999999999999e-05
34,34,180.0,0.003256,0.009398344457777829,0.94975,2.9275e-09,0.00014150000000000002,1.851e-05
35,35,180.0,0.0027085,0.007817890636911743,0.9497,4.192e-09,0.00015450000000000001,2.4205e-05
36,36,180.0,0.0022535000000000003,0.006504479645148377,0.94965,6.0005e-09,0.0001705,3.1320000000000005e-05
37,37,180.0,0.001875,0.005411816000244568,0.94955,8.584e-09,0.0001901,4.015e-05
38,38,180.0,0.0015595000000000001,0.004501140771176221,0.9495,1.226e-08,0.0002141,5.106e-05
39,39,180.0,0.0012980000000000001,0.0037462097774338897,0.94935,1.7485e-08,0.00024324999999999998,6.447500000000001e-05
40,40,180.0,0.00108,0.0031169537046985807,0.94925,2.4880000000000002e-08,0.00027864999999999997,8.09e-05
41,41,180.0,0.0008988,0.0025938443984963944,0.94905,3.5295e-08,0.0003216,0.00010091000000000001
42,42,180.0,0.000748,0.002158530158828322,0.94885,4.9900000000000003e-08,0.00037345,0.0001253
43,43,180.0,0.00062255,0.0017964207135523868,0.94865,7.0295e-08,0.00043605,0.00015475
44,44,180.0,0.00051815,0.0014950389157545156,0.94835,9.8625e-08,0.0005114,0.00019035
45,45,180.0,0.0004313,0.001244325295334746,0.948,1.3784999999999998e-07,0.0006018,0.00023325
46,46,180.0,0.00035904999999999997,0.0010357659029644928,0.9476,1.9195e-07,0.0007102,0.0002848
47,47,180.0,0.0002989,0.0008621444022274677,0.9471499999999999,2.6625e-07,0.0008398500000000001,0.0003465
48,48,180.0,0.0002488,0.0007175160108032501,0.94655,3.6825e-07,0.0009946999999999998,0.0004202
49,49,180.0,0.00020715000000000002,0.0005972962466834035,0.9459,5.0785e-07,0.001179,0.0005081
50,50,180.0,0.0001725,0.0004972682025956218,0.94505,6.988e-07,0.0013974999999999999,0.0006126
51,51,180.0,0.00014365,0.00041398635755658523,0.9440500000000001,9.6005e-07,0.0016575000000000001,0.00073655
52,52,180.0,0.00011960000000000001,0.0003445668439367066,0.9429000000000001,1.317e-06,0.0019645,0.0008832
53,53,180.0,9.9625e-05,0.0002869066480984217,0.9415,1.805e-06,0.0023275,0.001056
54,54,180.0,8.295e-05,0.0002387746908408307,0.9398500000000001,2.4720000000000002e-06,0.0027545,0.0012599999999999998
55,55,180.0,6.908500000000001e-05,0.00019875137281207737,0.9378500000000001,3.385e-06,0.0032565,0.0014995
56,56,180.0,5.754e-05,0.00016542418718598352,0.93545,4.634e-06,0.003845,0.0017795
57,57,180.0,4.793e-05,0.0001376859033930305,0.93265,6.3445e-06,0.0045335,0.0021060000000000002
58,58,180.0,3.9924999999999995e-05,0.00011458187870387298,0.92935,8.687999999999999e-06,0.005335,0.002486
59,59,180.0,3.3260000000000003e-05,9.53464030619838e-05,0.92545,1.189e-05,0.0062675000000000005,0.002927
60,60,180.0,2.7709999999999997e-05,7.932707491167508e-05,0.92075,1.6215e-05,0.007346999999999999,0.0034365
61,61,180.0,2.3085e-05,6.598114296776522e-05,0.9153,2.194e-05,0.0085945,0.004023
62,62,180.0,1.9235e-05,5.4873092639991464e-05,0.9089,2.9199999999999998e-05,0.010028,0.0046960000000000005
63,63,180.0,1.603e-05,4.562768186417823e-05,0.9014,3.7795e-05,0.01168,0.0054655
64,64,180.0,1.336e-05,3.792782662646674e-05,0.8926499999999999,4.703e-05,0.013565,0.006344
65,65,180.0,1.113e-05,3.1499404556571244e-05,0.88245,5.575e-05,0.015725,0.007344
66,66,180.0,9.2765e-06,2.6159186806661453e-05,0.87065,6.3025e-05,0.018175,0.008479500000000001
67,67,180.0,7.7315e-06,2.171037816006335e-05,0.85695,7.059e-05,0.020975,0.009767499999999998
68,68,180.0,6.444e-06,1.800739118133269e-05,0.84135,9.004e-05,0.02416,0.011215
69,69,180.0,5.3715e-06,1.4925835347987331e-05,0.82345,0.00016534999999999998,0.027790000000000002,0.012835
70,70,180.0,4.4775e-06,1.2360624641267742e-05,0.80325,0.00041845,0.031885,0.014565
71,71,180.0,3.7329999999999997e-06,1.0226792019672303e-05,0.7806,0.0010632,0.036445,0.01629
72,72,180.0,3.112e-06,8.449086654371473e-06,0.75545,0.0023474999999999998,0.041445,0.01786
73,73,180.0,2.595e-06,6.971727291315853e-06,0.7279,0.004501,0.04688,0.01916
74,74,180.0,2.1635e-06,5.741819590383023e-06,0.6979,0.007712999999999999,0.052724999999999994,0.020095000000000002
75,75,180.0,1.804e-06,4.72138522973298e-06,0.6658,0.012119999999999999,0.058984999999999996,0.0206
76,76,180.0,1.5045000000000002e-06,3.876121287386738e-06,0.63175,0.017805,0.06563,0.020665
77,77,180.0,1.2545e-06,3.1760262976772784e-06,0.596,0.024815,0.072635,0.020290000000000002
78,78,180.0,1.04645e-06,2.599365241627242e-06,0.55915,0.03313,0.07997,0.019514999999999998
79,79,180.0,8.7265e-07,2.1236932435249786e-06,0.52145,0.042719999999999994,0.08758,0.018404999999999998
80,80,180.0,7.279e-07,1.7334644814636625e-06,0.4835,0.053495,0.09536,0.01703
81,81,180.0,6.072000000000001e-07,1.4137812845802262e-06,0.44584999999999997,0.06534,0.10314999999999999,0.015465
82,82,180.0,5.0655e-07,1.152532243805629e-06,0.40905,0.078085,0.11085,0.01381
83,83,180.0,4.2265e-07,9.395283675460398e-07,0.37355,0.09154999999999999,0.1182,0.012145
84,84,180.0,3.5265e-07,7.660883654077461e-07,0.33995,0.10555,0.125,0.010545
85,85,180.0,2.9425e-07,6.249725914788977e-07,0.3084,0.11995,0.13115,0.0090735
86,86,180.0,2.4555e-07,5.102811612541096e-07,0.2792,0.1347,0.13655,0.007769
87,87,180.0,2.0495e-07,4.1708149445379954e-07,0.25239999999999996,0.1497,0.14125,0.0066495
88,88,180.0,1.7105e-07,3.4116942728463374e-07,0.228,0.16515000000000002,0.1452,0.005712
89,89,180.0,1.4275e-07,2.792967297463449e-07,0.20595,0.18109999999999998,0.14845,0.00494
90,90,180.0,1.192e-07,2.2892931419560047e-07,0.18595,0.19765,0.1512,0.004312
91,91,180.0,9.952000000000001e-08,1.8770807871060862e-07,0.1679,0.21515,0.1534,0.0038055
92,92,180.0,8.3105e-08,1.5400505127362145e-07,0.15165,0.23355,0.1553,0.0033994999999999997
93,93,180.0,6.9405e-08,1.2639471754470372e-07,0.13705,0.25315,0.15675,0.003075
94,94,180.0,5.7965e-08,1.0374038486087723e-07,0.12390000000000001,0.2741,0.15805,0.0028165
95,95,180.0,4.8420000000000006e-08,8.514936483040655e-08,0.11205000000000001,0.2966,0.15910000000000002,0.0026115
96,96,180.0,4.045e-08,6.987731283243793e-08,0.10136,0.32065,0.16,0.00245
97,97,180.0,3.3795000000000006e-08,5.731893233100794e-08,0.091725,0.34665,0.16075,0.002323
98,98,180.0,2.824e-08,4.699613648731724e-08,0.08304,0.37460000000000004,0.16144999999999998,0.0022245
99,99,180.0,2.36e-08,3.850243519632213e-08,0.07521,0.40475,0.16199999999999998,0.0021485000000000002
